,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bytree,param_eta,param_gamma,param_max_delta_step,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4962,0.13510719935099283,0.007365808028955899,0.0,0.0,1,0.8,0.4,1,0,7,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4458,0.14181097348531088,5.619579801452538e-07,0.0,0.0,1,0.8,0.2,1,0,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4467,0.14798394838968912,0.003023558716373523,0.0,0.0,1,0.8,0.2,1,0,6,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4512,0.1457966168721517,0.007364009763419435,0.0,0.0,1,0.8,0.2,1,2,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4530,0.13624040285746256,0.00796957568282396,0.0,0.0,1,0.8,0.2,1,2,7,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4944,0.14557870229085287,0.011189140169869055,0.0,0.0,1,0.8,0.4,1,0,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4773,0.1417203744252523,0.012754352408711197,0.0,0.0,1,0.8,0.3,1,2,7,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4953,0.13910555839538574,0.007363729124725344,0.0,0.0,1,0.8,0.4,1,0,6,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4764,0.15100892384847006,0.007363784980227376,0.0,0.0,1,0.8,0.3,1,2,6,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4755,0.15244030952453613,0.007364234546611492,0.0,0.0,1,0.8,0.3,1,2,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4476,0.14686195055643717,0.007363110723291535,0.005206982294718425,0.007363784980227375,1,0.8,0.2,1,0,7,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4719,0.13823652267456055,0.007362548672671057,0.0,0.0,1,0.8,0.3,1,0,7,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4710,0.1329952875773112,0.0073664823785320735,0.005208889643351237,0.007366482378532073,1,0.8,0.3,1,0,6,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4701,0.1471113363901774,0.0073681682524725095,0.0,0.0,1,0.8,0.3,1,0,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4521,0.1457962989807129,0.014726446065080888,0.0,0.0,1,0.8,0.2,1,2,6,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
4998,0.1437532901763916,1.6858739404357613e-06,0.0,0.0,1,0.8,0.4,1,2,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
5007,0.1480573813120524,0.007871570211086627,0.0,0.0,1,0.8,0.4,1,2,6,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
5016,0.14376179377237955,0.012756883136676724,0.0,0.0,1,0.8,0.4,1,2,7,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,1.0,0.9723618090452262,0.02165252116555279,1
2109,0.14922825495402017,0.013610789350845186,0.0,0.0,0.8,1,0.4,2,0,5,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
286,0.15070080757141113,0.012765373466153767,0.0,0.0,0.8,0.8,0.3,0,1,6,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
2118,0.15303850173950195,0.0073635601970353185,0.0,0.0,0.8,1,0.4,2,0,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
2127,0.1516908804575602,0.009714567602771002,0.00033537546793619793,0.00047429253524259413,0.8,1,0.4,2,0,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
277,0.15544525782267252,0.00789994376507406,0.0,0.0,0.8,0.8,0.3,0,1,5,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
1695,0.14957237243652344,0.013628747145813537,0.0,0.0,0.8,1,0.2,2,2,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1686,0.15145659446716309,0.007705890778071111,0.0,0.0,0.8,1,0.2,2,2,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1623,0.16932026545206705,0.008968690512105625,0.0006649494171142578,0.00047019250875413027,0.8,1,0.2,2,0,5,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1677,0.14882516860961914,0.012756104453969188,0.0,0.0,0.8,1,0.2,2,2,5,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
2163,0.14807327588399252,0.0008896918741659658,0.0,0.0,0.8,1,0.4,2,2,5,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1641,0.1452179749806722,0.008558034774709542,0.0,0.0,0.8,1,0.2,2,0,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
2172,0.1518263022104899,0.007946816518746453,0.0,0.0,0.8,1,0.4,2,2,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1632,0.1633909543355306,0.007347514603233457,0.0009964307149251301,4.052336624139774e-07,0.8,1,0.2,2,0,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
2181,0.14683246612548828,0.013643933239152127,0.0,0.0,0.8,1,0.4,2,2,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1617,0.15802613894144693,0.0038481238274997447,0.0003322760264078776,0.0004699092629974612,0.8,1,0.2,1,2,7,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
2103,0.1328118642171224,0.00718089100509913,0.0,0.0,0.8,1,0.4,1,2,7,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
2094,0.1341724395751953,0.007361199973518708,0.0,0.0,0.8,1,0.4,1,2,6,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
295,0.15024518966674805,0.0,0.0,0.0,0.8,0.8,0.3,0,1,7,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
1608,0.1556534767150879,0.0049367134106856276,0.0006643931070963541,0.0004697970327290542,0.8,1,0.2,1,2,6,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1938,0.15064668655395508,0.0005179004745018658,0.0,0.0,0.8,1,0.3,2,2,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1929,0.1450959046681722,0.00834968406059421,0.0,0.0,0.8,1,0.3,2,2,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1920,0.14465411504109701,0.007365808155003509,0.0,0.0,0.8,1,0.3,2,2,5,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1884,0.13892261187235513,0.007139980560767488,0.0,0.0,0.8,1,0.3,2,0,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
2031,0.12814927101135254,0.008832814846186041,0.0,0.0,0.8,1,0.4,1,0,5,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1875,0.14348276456197104,0.007914978649357453,0.0,0.0,0.8,1,0.3,2,0,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
2085,0.14026467005411783,0.007027002101936526,0.0,0.0,0.8,1,0.4,1,2,5,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1866,0.1457956631978353,0.007364009763419435,0.0,0.0,0.8,1,0.3,2,0,5,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.946969696969697,0.9924242424242424,0.9698492462311558,0.018511290771338503,19
1851,0.13939078648885092,0.007421491718424095,0.0,0.0,0.8,1,0.3,1,2,6,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1842,0.13315415382385254,0.009813809382064654,0.0,0.0,0.8,1,0.3,1,2,5,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
2040,0.13784869511922201,0.006381145256145385,0.0,0.0,0.8,1,0.4,1,0,6,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
2049,0.13004199663798013,0.007157854662589333,0.0052073001861572266,0.007364234546611492,0.8,1,0.4,1,0,7,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1797,0.13319643338521323,7.732541806798691e-05,0.005208571751912435,0.007366032812147957,0.8,1,0.3,1,0,6,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1788,0.12728007634480795,0.008230656498362611,0.005206982294718425,0.007363784980227376,0.8,1,0.3,1,0,5,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1860,0.1320056120554606,0.012837028994482448,0.0,0.0,0.8,1,0.3,1,2,7,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1599,0.12879562377929688,0.007255611651768406,0.0,0.0,0.8,1,0.2,1,2,5,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1806,0.13343389828999838,3.916859215380983e-05,0.0,0.0,0.8,1,0.3,1,0,7,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
34,0.16157293319702148,0.007448826479098332,0.00523686408996582,0.007406044220334299,0.8,0.8,0.2,0,1,5,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
1563,0.12488317489624023,0.008231954283245635,0.0,0.0,0.8,1,0.2,1,0,7,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
520,0.132367213567098,0.0007233523120429706,0.0,0.0,0.8,0.8,0.4,0,1,5,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
529,0.12246131896972656,0.0,0.005207379659016927,0.007364346938207522,0.8,0.8,0.4,0,1,6,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
43,0.15718746185302734,0.007364571744555068,0.0,0.0,0.8,0.8,0.2,0,1,6,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
1545,0.1333486239115397,0.012758277309204358,0.0,0.0,0.8,1,0.2,1,0,5,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
1554,0.13953216870625815,0.007520827443990776,0.0,0.0,0.8,1,0.2,1,0,6,3,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,1.0,0.9698492462311558,0.024681001212403946,19
538,0.13915205001831055,0.007363897371823405,0.0,0.0,0.8,0.8,0.4,0,1,7,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.4, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
52,0.16072281201680502,0.008361822352965348,0.0052073001861572266,0.007364234546611492,0.8,0.8,0.2,0,1,7,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 7, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,1.0,0.9698492462311558,0.02218980707674704,19
205,0.1455087661743164,0.0023382139503445925,0.0,0.0,0.8,0.8,0.2,2,1,6,3,0.9,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 1, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.9}",0.9626865671641791,0.946969696969697,0.9924242424242424,0.9673366834170855,0.018804196539876025,64
2317,0.14015849431355795,0.007633790151458993,0.005257447560628255,0.007435153643705824,0.9,0.8,0.2,1,1,7,2,0.9,"{'colsample_bylevel': 0.9, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 1, 'max_delta_step': 1, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.9}",0.9701492537313433,0.9393939393939394,0.9924242424242424,0.9673366834170855,0.02168783276986701,64
2463,0.12760241826375326,0.007936935405524257,0.010450124740600586,0.007389461303170074,0.9,0.8,0.3,0,1,5,3,0.8,"{'colsample_bylevel': 0.9, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 5, 'min_child_weight': 3, 'subsample': 0.8}",0.9626865671641791,0.946969696969697,0.9924242424242424,0.9673366834170855,0.018804196539876025,64
183,0.16432897249857584,8.99132768232406e-07,0.0,0.0,0.8,0.8,0.2,2,0,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,0.9924242424242424,0.9673366834170855,0.02168783276986701,64
228,0.15120903650919595,0.013130491723038084,0.0,0.0,0.8,0.8,0.2,2,2,6,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 6, 'min_child_weight': 2, 'subsample': 0.8}",0.9701492537313433,0.9393939393939394,0.9924242424242424,0.9673366834170855,0.02168783276986701,64
2542,0.14579478899637857,0.007363616444939942,0.0,0.0,0.9,0.8,0.3,1,1,5,2,0.9,"{'colsample_bylevel': 0.9, 'colsample_bytree': 0.8, 'eta': 0.3, 'gamma': 1, 'max_delta_step': 1, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.9}",0.9701492537313433,0.9393939393939394,0.9924242424242424,0.9673366834170855,0.02168783276986701,64
3822,0.14688603083292642,0.007363784980227376,0.0,0.0,0.9,1,0.2,2,0,6,3,0.8,"{'colsample_bylevel': 0.9, 'colsample_bytree': 1, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.8}",0.9626865671641791,0.946969696969697,0.9924242424242424,0.9673366834170855,0.018804196539876025,64
1992,0.1500849723815918,0.012794289442329071,0.0,0.0,0.8,1,0.4,0,1,7,2,0.8,"{'colsample_bylevel': 0.8, 'colsample_bytree': 1, 'eta': 0.4, 'gamma': 0, 'max_delta_step': 1, 'max_depth': 7, 'min_child_weight': 2, 'subsample': 0.8}",0.9626865671641791,0.946969696969697,0.9924242424242424,0.9673366834170855,0.018804196539876025,64
4593,0.14579431215922037,0.014727232785666665,0.0,0.0,1,0.8,0.2,2,2,5,2,0.8,"{'colsample_bylevel': 1, 'colsample_bytree': 0.8, 'eta': 0.2, 'gamma': 2, 'max_delta_step': 2, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8}",0.9626865671641791,0.946969696969697,0.9924242424242424,0.9673366834170855,0.018804196539876025,64
